Region,Region_Name,CL_Category,CL,Percentage,Count
Forest Service Admin Areas,Hoosier National Forest,B (Max Min),18,99.98003782,2123592
Forest Service Admin Areas,Hoosier National Forest,C (Max Max),5,0,0
Forest Service Admin Areas,Hoosier National Forest,C (Max Max),6,0.00376645,80
Forest Service Admin Areas,Hoosier National Forest,C (Max Max),7,0,0
Forest Service Admin Areas,Hoosier National Forest,C (Max Max),8,0,0
Forest Service Admin Areas,Hoosier National Forest,C (Max Max),9,0,0
Forest Service Admin Areas,Hoosier National Forest,C (Max Max),10,0.010169415,216
Forest Service Admin Areas,Hoosier National Forest,C (Max Max),12,0.005414272,115
Forest Service Admin Areas,Hoosier National Forest,C (Max Max),13,0,0
Forest Service Admin Areas,Hoosier National Forest,C (Max Max),14,0,0
Forest Service Admin Areas,Hoosier National Forest,C (Max Max),15,0,0
Forest Service Admin Areas,Hoosier National Forest,C (Max Max),17,0,0
Forest Service Admin Areas,Hoosier National Forest,C (Max Max),18,0,0
Forest Service Admin Areas,Hoosier National Forest,C (Max Max),19,0,0
Forest Service Admin Areas,Hoosier National Forest,C (Max Max),21,0,0
Forest Service Admin Areas,Hoosier National Forest,C (Max Max),23,0,0
Forest Service Admin Areas,Hoosier National Forest,C (Max Max),26,99.98064986,2123605
Forest Service Admin Areas,Hoosier National Forest,D (Min Max),5,0,0
Forest Service Admin Areas,Hoosier National Forest,D (Min Max),6,0.494723204,10508
Forest Service Admin Areas,Hoosier National Forest,D (Min Max),7,59.16386694,1256650
Forest Service Admin Areas,Hoosier National Forest,D (Min Max),8,3.106238371,65977
Forest Service Admin Areas,Hoosier National Forest,D (Min Max),9,0,0
Forest Service Admin Areas,Hoosier National Forest,D (Min Max),10,22.28099977,473252
Forest Service Admin Areas,Hoosier National Forest,D (Min Max),11,0,0
Forest Service Admin Areas,Hoosier National Forest,D (Min Max),12,14.95351259,317615
Forest Service Admin Areas,Hoosier National Forest,D (Min Max),13,0,0
Forest Service Admin Areas,Hoosier National Forest,D (Min Max),14,0.000612048,13
Forest Service Admin Areas,Hoosier National Forest,D (Min Max),15,0,0
Forest Service Admin Areas,Hoosier National Forest,D (Min Max),17,0,0
Forest Service Admin Areas,Hoosier National Forest,D (Min Max),18,4.70806E-05,1
Forest Service Admin Areas,Hoosier National Forest,D (Min Max),21,0,0
Forest Service Admin Areas,Hoosier National Forest,D (Min Max),26,0,0
Forest Service Admin Areas,Huron-Manistee National Forest,A (Min Min),3,83.6957452,5319725
Forest Service Admin Areas,Huron-Manistee National Forest,A (Min Min),5,11.14132914,708146
Forest Service Admin Areas,Huron-Manistee National Forest,A (Min Min),6,0.094650307,6016
Forest Service Admin Areas,Huron-Manistee National Forest,A (Min Min),7,1.416513584,90034
Forest Service Admin Areas,Huron-Manistee National Forest,A (Min Min),8,3.421476432,217470
Forest Service Admin Areas,Huron-Manistee National Forest,A (Min Min),9,0,0
Forest Service Admin Areas,Huron-Manistee National Forest,A (Min Min),10,0,0
Forest Service Admin Areas,Huron-Manistee National Forest,A (Min Min),11,0.207692603,13201
Forest Service Admin Areas,Huron-Manistee National Forest,A (Min Min),12,0.018030128,1146
Forest Service Admin Areas,Huron-Manistee National Forest,A (Min Min),13,0,0
Forest Service Admin Areas,Huron-Manistee National Forest,A (Min Min),14,0,0
Forest Service Admin Areas,Huron-Manistee National Forest,A (Min Min),17,0.004562598,290
Forest Service Admin Areas,Huron-Manistee National Forest,A (Min Min),18,0,0
Forest Service Admin Areas,Huron-Manistee National Forest,B (Max Min),3,0,0
Forest Service Admin Areas,Huron-Manistee National Forest,B (Max Min),5,0.197434624,12549
Forest Service Admin Areas,Huron-Manistee National Forest,B (Max Min),6,0,0
Forest Service Admin Areas,Huron-Manistee National Forest,B (Max Min),7,0.082158228,5222
Forest Service Admin Areas,Huron-Manistee National Forest,B (Max Min),8,0,0
Forest Service Admin Areas,Huron-Manistee National Forest,B (Max Min),9,0.488087844,31023
Forest Service Admin Areas,Huron-Manistee National Forest,B (Max Min),10,0,0
Forest Service Admin Areas,Huron-Manistee National Forest,B (Max Min),11,27.52549234,1749528
Forest Service Admin Areas,Huron-Manistee National Forest,B (Max Min),12,0.005758313,366
Forest Service Admin Areas,Huron-Manistee National Forest,B (Max Min),13,0,0
Forest Service Admin Areas,Huron-Manistee National Forest,B (Max Min),14,0.000125865,8
Forest Service Admin Areas,Huron-Manistee National Forest,B (Max Min),15,1.33666812,84959
Forest Service Admin Areas,Huron-Manistee National Forest,B (Max Min),17,1.865331619,118561
Forest Service Admin Areas,Huron-Manistee National Forest,B (Max Min),18,68.49894305,4353812
Forest Service Admin Areas,Huron-Manistee National Forest,C (Max Max),5,0,0
Forest Service Admin Areas,Huron-Manistee National Forest,C (Max Max),6,0,0
Forest Service Admin Areas,Huron-Manistee National Forest,C (Max Max),7,0.101447004,6448
Forest Service Admin Areas,Huron-Manistee National Forest,C (Max Max),8,0,0
Forest Service Admin Areas,Huron-Manistee National Forest,C (Max Max),9,0.000692256,44
Forest Service Admin Areas,Huron-Manistee National Forest,C (Max Max),10,0,0
Forest Service Admin Areas,Huron-Manistee National Forest,C (Max Max),12,0.039159676,2489
Forest Service Admin Areas,Huron-Manistee National Forest,C (Max Max),13,0.138293916,8790
Forest Service Admin Areas,Huron-Manistee National Forest,C (Max Max),14,0,0
Forest Service Admin Areas,Huron-Manistee National Forest,C (Max Max),15,0.488197975,31030
Forest Service Admin Areas,Huron-Manistee National Forest,C (Max Max),17,3.14662E-05,2
Forest Service Admin Areas,Huron-Manistee National Forest,C (Max Max),18,27.53123492,1749893
Forest Service Admin Areas,Huron-Manistee National Forest,C (Max Max),19,0.321820483,20455
Forest Service Admin Areas,Huron-Manistee National Forest,C (Max Max),21,1.014847638,64504
Forest Service Admin Areas,Huron-Manistee National Forest,C (Max Max),23,0,0
Forest Service Admin Areas,Huron-Manistee National Forest,C (Max Max),26,70.36427467,4472373
Forest Service Admin Areas,Huron-Manistee National Forest,D (Min Max),5,12.96586485,824114
Forest Service Admin Areas,Huron-Manistee National Forest,D (Min Max),6,5.156223352,327731
Forest Service Admin Areas,Huron-Manistee National Forest,D (Min Max),7,67.7196828,4304282
Forest Service Admin Areas,Huron-Manistee National Forest,D (Min Max),8,6.678903869,424513
Forest Service Admin Areas,Huron-Manistee National Forest,D (Min Max),9,3.040814169,193275
Forest Service Admin Areas,Huron-Manistee National Forest,D (Min Max),10,0.005522317,351
Forest Service Admin Areas,Huron-Manistee National Forest,D (Min Max),11,0,0
Forest Service Admin Areas,Huron-Manistee National Forest,D (Min Max),12,0.781226892,49655
Forest Service Admin Areas,Huron-Manistee National Forest,D (Min Max),13,0,0
Forest Service Admin Areas,Huron-Manistee National Forest,D (Min Max),14,3.629169034,230671
Forest Service Admin Areas,Huron-Manistee National Forest,D (Min Max),15,0,0
Forest Service Admin Areas,Huron-Manistee National Forest,D (Min Max),17,0,0
Forest Service Admin Areas,Huron-Manistee National Forest,D (Min Max),18,0.018030128,1146
Forest Service Admin Areas,Huron-Manistee National Forest,D (Min Max),21,0,0
Forest Service Admin Areas,Huron-Manistee National Forest,D (Min Max),26,0.004562598,290
Forest Service Admin Areas,Land Between the Lakes National Recreation Area,A (Min Min),3,96.82121763,411130
Forest Service Admin Areas,Land Between the Lakes National Recreation Area,A (Min Min),5,0,0
Forest Service Admin Areas,Land Between the Lakes National Recreation Area,A (Min Min),6,0,0
Forest Service Admin Areas,Land Between the Lakes National Recreation Area,A (Min Min),7,3.174072365,13478
Forest Service Admin Areas,Land Between the Lakes National Recreation Area,A (Min Min),8,0,0
Forest Service Admin Areas,Land Between the Lakes National Recreation Area,A (Min Min),9,0,0
Forest Service Admin Areas,Land Between the Lakes National Recreation Area,A (Min Min),10,0,0
Forest Service Admin Areas,Land Between the Lakes National Recreation Area,A (Min Min),11,0,0
Forest Service Admin Areas,Land Between the Lakes National Recreation Area,A (Min Min),12,0,0
Forest Service Admin Areas,Land Between the Lakes National Recreation Area,A (Min Min),13,0,0
Forest Service Admin Areas,Land Between the Lakes National Recreation Area,A (Min Min),14,0.004710005,20
Forest Service Admin Areas,Land Between the Lakes National Recreation Area,A (Min Min),17,0,0
Forest Service Admin Areas,Land Between the Lakes National Recreation Area,A (Min Min),18,0,0
Forest Service Admin Areas,Land Between the Lakes National Recreation Area,B (Max Min),3,0.052281055,222
Forest Service Admin Areas,Land Between the Lakes National Recreation Area,B (Max Min),5,0,0
Forest Service Admin Areas,Land Between the Lakes National Recreation Area,B (Max Min),6,0,0
Forest Service Admin Areas,Land Between the Lakes National Recreation Area,B (Max Min),7,0.003297003,14
Forest Service Admin Areas,Land Between the Lakes National Recreation Area,B (Max Min),8,0.063820568,271
Forest Service Admin Areas,Land Between the Lakes National Recreation Area,B (Max Min),9,0,0
Forest Service Admin Areas,Land Between the Lakes National Recreation Area,B (Max Min),10,0,0
Forest Service Admin Areas,Land Between the Lakes National Recreation Area,B (Max Min),11,0.002590503,11
Forest Service Admin Areas,Land Between the Lakes National Recreation Area,B (Max Min),12,0,0
Forest Service Admin Areas,Land Between the Lakes National Recreation Area,B (Max Min),13,0,0
Forest Service Admin Areas,Land Between the Lakes National Recreation Area,B (Max Min),14,0.000471,2
Forest Service Admin Areas,Land Between the Lakes National Recreation Area,B (Max Min),15,0,0
Forest Service Admin Areas,Land Between the Lakes National Recreation Area,B (Max Min),17,0,0
Forest Service Admin Areas,Land Between the Lakes National Recreation Area,B (Max Min),18,99.87753987,424108
Forest Service Admin Areas,Land Between the Lakes National Recreation Area,C (Max Max),5,0,0
Forest Service Admin Areas,Land Between the Lakes National Recreation Area,C (Max Max),6,0.052281055,222
Forest Service Admin Areas,Land Between the Lakes National Recreation Area,C (Max Max),7,0,0
Forest Service Admin Areas,Land Between the Lakes National Recreation Area,C (Max Max),8,0,0
Forest Service Admin Areas,Land Between the Lakes National Recreation Area,C (Max Max),9,0,0
Forest Service Admin Areas,Land Between the Lakes National Recreation Area,C (Max Max),10,0,0
Forest Service Admin Areas,Land Between the Lakes National Recreation Area,C (Max Max),12,0.003297003,14
Forest Service Admin Areas,Land Between the Lakes National Recreation Area,C (Max Max),13,0,0
Forest Service Admin Areas,Land Between the Lakes National Recreation Area,C (Max Max),14,0,0
Forest Service Admin Areas,Land Between the Lakes National Recreation Area,C (Max Max),15,0,0
Forest Service Admin Areas,Land Between the Lakes National Recreation Area,C (Max Max),17,0.06641107,282
Forest Service Admin Areas,Land Between the Lakes National Recreation Area,C (Max Max),18,0.000471,2
Forest Service Admin Areas,Land Between the Lakes National Recreation Area,C (Max Max),19,0,0
Forest Service Admin Areas,Land Between the Lakes National Recreation Area,C (Max Max),21,0,0
Forest Service Admin Areas,Land Between the Lakes National Recreation Area,C (Max Max),23,0,0
Forest Service Admin Areas,Land Between the Lakes National Recreation Area,C (Max Max),26,99.87753987,424108
Forest Service Admin Areas,Land Between the Lakes National Recreation Area,D (Min Max),5,0,0
Forest Service Admin Areas,Land Between the Lakes National Recreation Area,D (Min Max),6,94.96783067,403260
Forest Service Admin Areas,Land Between the Lakes National Recreation Area,D (Min Max),7,0,0
Forest Service Admin Areas,Land Between the Lakes National Recreation Area,D (Min Max),8,1.853386965,7870
Forest Service Admin Areas,Land Between the Lakes National Recreation Area,D (Min Max),9,0,0
Forest Service Admin Areas,Land Between the Lakes National Recreation Area,D (Min Max),10,0,0
Forest Service Admin Areas,Land Between the Lakes National Recreation Area,D (Min Max),11,0,0
Forest Service Admin Areas,Land Between the Lakes National Recreation Area,D (Min Max),12,3.174072365,13478
Forest Service Admin Areas,Land Between the Lakes National Recreation Area,D (Min Max),13,0,0
Forest Service Admin Areas,Land Between the Lakes National Recreation Area,D (Min Max),14,0,0
Forest Service Admin Areas,Land Between the Lakes National Recreation Area,D (Min Max),15,0,0
Forest Service Admin Areas,Land Between the Lakes National Recreation Area,D (Min Max),17,0,0
Forest Service Admin Areas,Land Between the Lakes National Recreation Area,D (Min Max),18,0.004710005,20
Forest Service Admin Areas,Land Between the Lakes National Recreation Area,D (Min Max),21,0,0
Forest Service Admin Areas,Land Between the Lakes National Recreation Area,D (Min Max),26,0,0
Forest Service Admin Areas,Midewin National Tallgrass Prairie,A (Min Min),3,0,0
Forest Service Admin Areas,Midewin National Tallgrass Prairie,A (Min Min),5,47.2525153,13432
Forest Service Admin Areas,Midewin National Tallgrass Prairie,A (Min Min),6,0,0
Forest Service Admin Areas,Midewin National Tallgrass Prairie,A (Min Min),7,0,0
Forest Service Admin Areas,Midewin National Tallgrass Prairie,A (Min Min),8,48.17068881,13693
Forest Service Admin Areas,Midewin National Tallgrass Prairie,A (Min Min),9,0,0
Forest Service Admin Areas,Midewin National Tallgrass Prairie,A (Min Min),10,0,0
Forest Service Admin Areas,Midewin National Tallgrass Prairie,A (Min Min),11,0,0
Forest Service Admin Areas,Midewin National Tallgrass Prairie,A (Min Min),12,4.576795891,1301
Forest Service Admin Areas,Midewin National Tallgrass Prairie,A (Min Min),13,0,0
Forest Service Admin Areas,Midewin National Tallgrass Prairie,A (Min Min),14,0,0
Forest Service Admin Areas,Midewin National Tallgrass Prairie,A (Min Min),17,0,0
Forest Service Admin Areas,Midewin National Tallgrass Prairie,A (Min Min),18,0,0
Forest Service Admin Areas,Midewin National Tallgrass Prairie,B (Max Min),3,0,0
Forest Service Admin Areas,Midewin National Tallgrass Prairie,B (Max Min),5,0,0
Forest Service Admin Areas,Midewin National Tallgrass Prairie,B (Max Min),6,0,0
Forest Service Admin Areas,Midewin National Tallgrass Prairie,B (Max Min),7,0,0
Forest Service Admin Areas,Midewin National Tallgrass Prairie,B (Max Min),8,0,0
Forest Service Admin Areas,Midewin National Tallgrass Prairie,B (Max Min),9,0,0
Forest Service Admin Areas,Midewin National Tallgrass Prairie,B (Max Min),10,0,0
Forest Service Admin Areas,Midewin National Tallgrass Prairie,B (Max Min),11,0,0
Forest Service Admin Areas,Midewin National Tallgrass Prairie,B (Max Min),12,0,0
Forest Service Admin Areas,Midewin National Tallgrass Prairie,B (Max Min),13,0,0
Forest Service Admin Areas,Midewin National Tallgrass Prairie,B (Max Min),14,8.597762612,2444
