Abiotic,Region,Region_Name,COUNT,AREA_M2,AREA_Acres,AREA_HA,MIN,MAX,RANGE,MEAN,STD,Shape_Area M2
Temperature (Jan),Forest Service Wilderness Areas,Big Draft Wilderness,23134,20820600,5144.8743630,2082.06,-2.08,-0.51,1.57,-1.316109,0.352931,20829020.825377
Temperature (Jan),Forest Service Wilderness Areas,Big Island Lake Wilderness,25763,23186700,5729.5495035,2318.67,-8.39,-8.17,0.22,-8.299433,0.050908,23181142.160588
Temperature (Jan),Forest Service Wilderness Areas,Blackjack Springs Wilderness,26595,23935500,5914.5817275,2393.55,-11.19,-11.02,0.169999,-11.122941,0.04127,23926981.998344
Temperature (Jan),Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,4938072,4444264800,1098200.0534040,444426.48,-15.84,-13.62,2.22,-14.59924,0.320319,4446640502.385940
Temperature (Jan),Forest Service Wilderness Areas,Breadloaf Wilderness,112338,101104200,24983.3533410,10110.42,-11.68,-8.7,2.98,-10.012326,0.480976,101111910.561700
Temperature (Jan),Forest Service Wilderness Areas,Bristol Cliffs Wilderness,16873,15185700,3752.4623985,1518.57,-9.66,-7.9,1.76,-9.189208,0.454596,15176924.560965
Temperature (Jan),Forest Service Wilderness Areas,Brush Mountain East Wilderness,16842,15157800,3745.5681690,1515.78,-0.66,1.32,1.98,0.624137,0.495667,15156386.407373
Temperature (Jan),Forest Service Wilderness Areas,Brush Mountain Wilderness,21555,19399500,4793.7134475,1939.95,-0.74,1.06,1.8,0.221398,0.468539,19404389.446175
Temperature (Jan),Forest Service Wilderness Areas,Burden Falls Wilderness,16806,15125400,3737.5619670,1512.54,0.08,0.33,0.25,0.248521,0.054137,15134251.243920
Temperature (Jan),Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,50522,45469800,11235.8149290,4546.98,-9.68,-8.28,1.400001,-9.13784,0.203576,45467081.802363
Temperature (Jan),Forest Service Wilderness Areas,Charles C. Deam Wilderness,56372,50734800,12536.8227540,5073.48,-1.96,-1.06,0.9,-1.395302,0.211964,50737520.221437
Temperature (Jan),Forest Service Wilderness Areas,Clear Springs Wilderness,21308,19177200,4738.7820060,1917.72,0.57,0.68,0.11,0.637668,0.022397,19179631.258969
Temperature (Jan),Forest Service Wilderness Areas,Clifty Wilderness,56435,50791500,12550.8336075,5079.15,0.39,0.59,0.2,0.493019,0.047874,50790844.685120
Temperature (Jan),Forest Service Wilderness Areas,Cranberry Wilderness,214690,193221000,47745.8752050,19322.10,-4.73,-1.77,2.96,-3.328796,0.749171,193204860.120276
Temperature (Jan),Forest Service Wilderness Areas,Delirium Wilderness,53733,48359700,11949.9236685,4835.97,-9.81,-9.53,0.280001,-9.6927,0.045627,48368648.243970
Temperature (Jan),Forest Service Wilderness Areas,Dolly Sods Wilderness,79941,71946900,17778.4387245,7194.69,-4.3,-2.83,1.47,-3.806229,0.31792,71939581.033790
Temperature (Jan),Forest Service Wilderness Areas,Garden Mountain Wilderness,14980,13482000,3331.4696100,1348.20,-1.63,0.02,1.65,-0.667365,0.605159,13478363.484108
Temperature (Jan),Forest Service Wilderness Areas,Garden of the Gods Wilderness,17895,16105500,3979.7495775,1610.55,0.18,0.45,0.27,0.304939,0.07174,16097992.314646
Temperature (Jan),Forest Service Wilderness Areas,George D. Aiken Wilderness,21580,19422000,4799.2733100,1942.20,-9.08,-7.51,1.57,-8.090615,0.308912,19426544.842033
Temperature (Jan),Forest Service Wilderness Areas,Glastenbury Wilderness,100384,90345600,22324.8494880,9034.56,-9.65,-6.6,3.05,-8.117343,0.605111,90366341.070641
Temperature (Jan),Forest Service Wilderness Areas,Great Gulf Wilderness,25444,22899600,5658.6056580,2289.96,-14.85,-9.21,5.64,-11.612231,1.641503,22897419.548727
Temperature (Jan),Forest Service Wilderness Areas,Headwaters Wilderness,99376,89438400,22100.6758320,8943.84,-11.21,-10.98,0.23,-11.095319,0.025808,89436658.829258
Temperature (Jan),Forest Service Wilderness Areas,Hickory Creek Wilderness,38824,34941600,8634.2440680,3494.16,-5.68,-4.8,0.88,-5.315406,0.191164,34936116.791550
Temperature (Jan),Forest Service Wilderness Areas,Horseshoe Bay Wilderness,17461,15714900,3883.2303645,1571.49,-8.06,-7.77,0.29,-7.845608,0.061465,15789811.313093
Temperature (Jan),Forest Service Wilderness Areas,Hunting Camp Creek Wilderness,38085,34276500,8469.8945325,3427.65,-2.38,0.19,2.57,-0.574566,0.57447,34279848.971497
Temperature (Jan),Forest Service Wilderness Areas,James River Face Wilderness,40050,36045000,8906.8997250,3604.50,-0.55,2.32,2.87,1.149206,0.924043,36044435.290978
Temperature (Jan),Forest Service Wilderness Areas,Joseph Battell Wilderness,55472,49924800,12336.6677040,4992.48,-10.27,-8.83,1.440001,-9.898758,0.276045,49923838.816750
Temperature (Jan),Forest Service Wilderness Areas,Kimberling Creek Wilderness,26652,23986800,5927.2582140,2398.68,-0.87,0.26,1.13,-0.253567,0.35493,23989645.749636
Temperature (Jan),Forest Service Wilderness Areas,Laurel Fork North Wilderness,27205,24484500,6050.2423725,2448.45,-4.29,-3.44,0.85,-3.768429,0.187385,24475882.546086
Temperature (Jan),Forest Service Wilderness Areas,Laurel Fork South Wilderness,26248,23623200,5837.4108360,2362.32,-4.66,-3.67,0.99,-4.067532,0.256961,23632291.686621
Temperature (Jan),Forest Service Wilderness Areas,Lewis Fork Wilderness,27321,24588900,6076.0401345,2458.89,-2.7,0.1,2.8,-1.606125,0.714059,24586190.516298
Temperature (Jan),Forest Service Wilderness Areas,Little Dry Run Wilderness,12849,11564100,2857.5469305,1156.41,-0.59,0.27,0.86,-0.145829,0.309811,11559294.033495
Temperature (Jan),Forest Service Wilderness Areas,Little Wilson Creek Wilderness,24553,22097700,5460.4521585,2209.77,-2.12,0.7,2.82,-1.324163,0.493302,22101228.581508
Temperature (Jan),Forest Service Wilderness Areas,Lusk Creek Wilderness,29843,26858700,6636.9190635,2685.87,0.25,0.88,0.63,0.444234,0.105372,26838325.364239
Temperature (Jan),Forest Service Wilderness Areas,Lye Brook Wilderness,81476,73328400,18119.8142820,7332.84,-8.94,-6.42,2.52,-8.032938,0.443439,73336837.294428
Temperature (Jan),Forest Service Wilderness Areas,Mackinac Wilderness,51402,46261800,11431.5220890,4626.18,-9.28,-8.41,0.87,-8.789003,0.186378,46256561.106846
Temperature (Jan),Forest Service Wilderness Areas,McCormick Wilderness,77398,69658200,17212.8895110,6965.82,-11.11,-10.04,1.07,-10.752712,0.196745,69671648.433768
Temperature (Jan),Forest Service Wilderness Areas,Mountain Lake Wilderness,74320,66888000,16528.3592400,6688.80,-3.19,0.5,3.69,-1.26086,1.056175,66872713.209213
Temperature (Jan),Forest Service Wilderness Areas,Nordhouse Dunes Wilderness,14649,13184100,3257.8570305,1318.41,-4.45,-4.33,0.12,-4.383111,0.021589,13238039.846655
Temperature (Jan),Forest Service Wilderness Areas,Otter Creek Wilderness,93100,83790000,20704.9279500,8379.00,-4.16,-1.82,2.34,-3.120827,0.450499,83792094.357996
Temperature (Jan),Forest Service Wilderness Areas,Panther Den Wilderness,4447,4002300,988.9883415,400.23,0.46,0.63,0.17,0.495487,0.035647,3998641.286128
Temperature (Jan),Forest Service Wilderness Areas,Pemigewasset Wilderness,205965,185368500,45805.4831925,18536.85,-13.3,-9.15,4.150001,-10.250838,0.772736,185382333.352366
Temperature (Jan),Forest Service Wilderness Areas,Peru Peak Wilderness,35189,31670100,7825.8400605,3167.01,-8.91,-7.86,1.05,-8.368916,0.316428,31664130.688052
Temperature (Jan),Forest Service Wilderness Areas,Peters Mountain Wilderness,20336,18302400,4522.6145520,1830.24,-2.85,0.16,3.01,-1.405507,0.822211,18296887.879617
Temperature (Jan),Forest Service Wilderness Areas,Porcupine Lake Wilderness,19370,17433000,4307.7814650,1743.30,-11.59,-11.28,0.31,-11.426349,0.070957,17434749.108024
Temperature (Jan),Forest Service Wilderness Areas,Presidential Range-Dry River Wilderness,124115,111703500,27602.4933675,11170.35,-14.55,-8.29,6.26,-10.147424,1.069263,111711742.054301
Temperature (Jan),Forest Service Wilderness Areas,Priest Wilderness,26960,24264000,5995.7557200,2426.40,-2.96,1.68,4.64,-0.705121,1.057601,24257114.863938
Temperature (Jan),Forest Service Wilderness Areas,Raccoon Branch Wilderness,19000,17100000,4225.4955000,1710.00,-0.79,0.27,1.06,-0.346342,0.248945,17099857.313983
Temperature (Jan),Forest Service Wilderness Areas,Rainbow Lake Wilderness,32257,29031300,7173.7793865,2903.13,-11.45,-11.17,0.28,-11.265336,0.054317,29043951.115976
Temperature (Jan),Forest Service Wilderness Areas,Ramseys Draft Wilderness,29569,26612100,6575.9829705,2661.21,-4.06,-1.6,2.46,-3.066279,0.592393,26614362.158183
Temperature (Jan),Forest Service Wilderness Areas,Rich Hole Wilderness,29369,26432100,6531.5040705,2643.21,-2,0.61,2.61,-0.976122,0.500806,26433207.047714
Temperature (Jan),Forest Service Wilderness Areas,Roaring Plains West Wilderness,30542,27487800,6792.3728190,2748.78,-4.98,-2.11,2.87,-4.177812,0.576345,27494485.828466
Temperature (Jan),Forest Service Wilderness Areas,Rock River Canyon Wilderness,23664,21297600,5262.7434480,2129.76,-8.44,-7.64,0.8,-8.168818,0.16295,21288240.970846
Temperature (Jan),Forest Service Wilderness Areas,Rough Mountain Wilderness,41943,37748700,9327.8925135,3774.87,-1.24,1.08,2.32,-0.221104,0.513908,37743888.077174
Temperature (Jan),Forest Service Wilderness Areas,Round Island Wilderness,1654,1488600,367.8405030,148.86,-7.64,-7.5,0.14,-7.604813,0.028965,1516946.622236
Temperature (Jan),Forest Service Wilderness Areas,Saint Mary's Wilderness,44184,39765600,9826.2785880,3976.56,-1.99,0.12,2.11,-0.807176,0.472864,39767109.579329
Temperature (Jan),Forest Service Wilderness Areas,Sandwich Range Wilderness,158754,142878600,35306.0164530,14287.86,-11.42,-8.4,3.02,-9.63346,0.538407,142861033.854105
Temperature (Jan),Forest Service Wilderness Areas,Shawvers Run Wilderness,26007,23406300,5783.8137615,2340.63,-2.74,0.54,3.28,-0.530638,0.779525,23405907.433414
Temperature (Jan),Forest Service Wilderness Areas,Spice Run Wilderness,27143,24428700,6036.4539135,2442.87,-2.41,-1.2,1.21,-1.637137,0.209428,24431262.091325
Temperature (Jan),Forest Service Wilderness Areas,Stone Mountain Wilderness,14713,13241700,3272.0902785,1324.17,0.26,1.63,1.37,0.660101,0.336342,13245647.391149
Temperature (Jan),Forest Service Wilderness Areas,Sturgeon River Gorge Wilderness,75403,67862700,16769.2124835,6786.27,-10.42,-9.23,1.190001,-9.943684,0.216069,67866940.146917
Temperature (Jan),Forest Service Wilderness Areas,Sylvania Wilderness,82983,74684700,18454.9627935,7468.47,-11.22,-11.12,0.1,-11.17837,0.018316,74684759.065081
Temperature (Jan),Forest Service Wilderness Areas,Three Ridges Wilderness,20740,18666000,4612.4619300,1866.60,-2.93,1.59,4.52,-0.539134,0.983247,18666108.433027
Temperature (Jan),Forest Service Wilderness Areas,Thunder Ridge Wilderness,10924,9831600,2429.4375180,983.16,-2.94,1.78,4.72,-0.642213,1.272321,9823140.232682
Temperature (Jan),Forest Service Wilderness Areas,Whisker Lake Wilderness,33022,29719800,7343.9111790,2971.98,-11,-10.63,0.37,-10.79387,0.083284,29722828.749481
Temperature (Jan),Forest Service Wilderness Areas,Wild River Wilderness,108059,97253100,24031.7272755,9725.31,-12.7,-9.07,3.63,-9.806023,0.749518,97255552.687529
Temperature (Jan),States,Connecticut,14327770,12894993000,3186417.2452650,1289499.30,-6.22,-0.33,5.89,-3.258965,1.079893,12894953453.341300
Temperature (Jan),States,Delaware,5899273,5309345700,1311965.8691985,530934.57,-0.67,2.74,3.41,1.499894,0.753004,5309390666.975370
Temperature (Jan),States,District of Columbia,173276,155948400,38535.6293820,15594.84,0.7,2,1.3,1.494491,0.30214,155936388.359822
Temperature (Jan),States,Illinois,162180627,145962564300,36068079.4513515,14596256.43,-7.49,2.27,9.76,-3.125464,2.074341,146024416220.665000
Temperature (Jan),States,Indiana,104165538,93748984200,23165842.7407410,9374898.42,-5.25,1.57,6.82,-2.589725,1.543209,93755290899.666200
Temperature (Jan),States,Iowa,162005762,145805185800,36029190.4371090,14580518.58,-9.61,-3.1,6.51,-6.675453,1.501429,145846157080.375000
Temperature (Jan),States,Kentucky,115982093,104383883700,25793779.5816885,10438388.37,-1.28,3.32,4.6,1.03432,0.740734,104525137684.948000
Temperature (Jan),States,Maine,93419172,84077254800,20775910.0473540,8407725.48,-14.77,-2.37,12.400001,-10.206104,2.33077,84135338938.930200
Temperature (Jan),States,Maryland,28205443,25384898700,6272735.3932635,2538489.87,-4.51,3.48,7.99,0.69719,1.665349,25396939412.877900
Temperature (Jan),States,Massachusetts,23396506,21056855400,5203254.2536170,2105685.54,-7.9,0.06,7.96,-4.059007,1.79785,21075180892.310700
Temperature (Jan),States,Michigan,166998305,150298474500,37139504.5413225,15029847.45,-13.5,-2.9,10.6,-6.729468,2.079061,150627432348.998000
Temperature (Jan),States,Minnesota,242637561,218373804900,53961259.0598145,21837380.49,-16.15,-7.44,8.71,-12.151252,1.991522,218546319047.010000
Temperature (Jan),States,New Hampshire,26638972,23975074800,5924360.8584540,2397507.48,-14.85,-3.64,11.21,-7.727946,2.10864,23983031539.622600
Temperature (Jan),States,New Jersey,21915162,19723645800,4873811.4954090,1972364.58,-5.28,1.95,7.23,-0.613178,1.477173,19794577064.869600
Temperature (Jan),States,New York,139630464,125667417600,31053047.2260480,12566741.76,-12.75,0.53,13.28,-6.133854,2.172779,125772761461.610000
Temperature (Jan),States,Ohio,118818444,106936599600,26424568.4441580,10693659.96,-4.79,0.9,5.69,-2.558409,1.091081,106991293988.009000
Temperature (Jan),States,Pennsylvania,130313015,117281713500,28980897.8144175,11728171.35,-7.19,1.01,8.2,-3.461962,1.594622,117298177736.458000
Temperature (Jan),States,Rhode Island,3153631,2838267900,701350.1894295,283826.79,-3.94,0.02,3.96,-2.206332,0.832019,2838250544.449430
Temperature (Jan),States,Vermont,27714073,24942665700,6163457.4077985,2494266.57,-12.8,-5.45,7.35,-8.632086,1.36805,24949625876.598800
Temperature (Jan),States,Virginia,114951875,103456687500,25564664.7646875,10345668.75,-4.89,5.55,10.44,1.670431,1.578718,103515652655.207000
Temperature (Jan),States,West Virginia,69655486,62689937400,15490996.9812270,6268993.74,-5.36,1.67,7.03,-0.919126,1.217365,62689825398.324900
Temperature (Jan),States,Wisconsin,161152842,145037557800,35839505.7201690,14503755.78,-12.67,-4.97,7.7,-9.311267,1.606138,145164873246.276000
Temperature (July),Class I Areas,Acadia NP,174407,156966300,38787.1575615,15696.63,15.8,20.309999,4.509999,19.143966,1.059091,156976202.212794
Temperature (July),Class I Areas,Boundary Waters Canoe Area Wilderness,4892692,4403422800,1088107.7909940,440342.28,17.379999,19.08,1.700001,18.576831,0.204492,4415689551.038190
Temperature (July),Class I Areas,Brigantine Wilderness,10286,9257400,2287.5498270,925.74,24.09,24.32,0.23,24.193217,0.044152,9785546.479338
Temperature (July),Class I Areas,Dolly Sods Wilderness,48235,43411500,10727.1987075,4341.15,17.6,19.440001,1.84,18.266614,0.415081,43407012.422794
Temperature (July),Class I Areas,Great Gulf Wilderness,27040,24336000,6013.5472800,2433.60,10.07,17.82,7.75,14.131849,1.91274,24333487.464179
Temperature (July),Class I Areas,Isle Royale NP,1889068,1700161200,420118.3333260,170016.12,14.87,17.280001,2.410001,15.926603,0.556043,2224596026.698460
Temperature (July),Class I Areas,James River Face Wilderness,40066,36059400,8910.4580370,3605.94,21.879999,24.35,2.470001,23.238587,0.627914,36061953.654039
Temperature (July),Class I Areas,Lye Brook Wilderness,71351,64215900,15868.0699695,6421.59,16.76,20.33,3.57,17.394479,0.787834,64221170.710860
Temperature (July),Class I Areas,Mammoth Cave NP,230884,207795600,51347.3317380,20779.56,24.690001,25.1,0.41,24.921294,0.102476,207797270.790150
Temperature (July),Class I Areas,Moosehorn Wilderness BAR,21584,19425600,4800.1628880,1942.56,19.15,19.299999,0.15,19.218856,0.029954,19427383.657833
Temperature (July),Class I Areas,Moosehorn Wilderness EDM,12177,10959300,2708.0978265,1095.93,18.24,18.52,0.280001,18.405316,0.084332,10966667.379660
Temperature (July),Class I Areas,Otter Creek Wilderness,89884,80895600,19989.7072380,8089.56,18.120001,20.99,2.869999,18.912086,0.539356,80879488.939516
Temperature (July),Class I Areas,Presidential Range-Dry River Wilderness,125840,113256000,27986.1238800,11325.60,11.29,19.459999,8.169999,16.205856,1.71548,113247489.248687
Temperature (July),Class I Areas,Rainbow Lake Wilderness,31684,28515600,7046.3473380,2851.56,19.49,19.73,0.24,19.659608,0.057988,28527702.443629
Temperature (July),Class I Areas,Seney Wilderness,121260,109134000,26967.5570700,10913.40,18.549999,18.99,0.440001,18.746296,0.08859,109129287.035413
Temperature (July),Class I Areas,Shenandoah NP,869029,782126100,193267.2699405,78212.61,19.23,24.16,4.93,22.052065,0.995358,782161341.766315
Temperature (July),Class I Areas,Voyageurs NP,920691,828621900,204756.6145995,82862.19,18.49,19.059999,0.57,18.809656,0.106844,829261617.157305
Temperature (July),Ecoregions Combined,All Ecoregions,844415714,759974142600,187793410.5071730,75997414.26,10.07,25.27,15.200001,20.145145,1.458141,760057317559.180000
Temperature (July),Ecoregions Level 2,Atlantic Highlands,167686040,150917436000,37292453.0227800,15091743.60,10.07,24.09,14.02,19.039042,1.342074,150924840138.306000
Temperature (July),Ecoregions Level 2,Mixed Wood Plains,438217691,394395921900,97457204.2810995,39439592.19,14.92,25.27,10.35,21.0659,1.147133,394420123294.760000
Temperature (July),Ecoregions Level 2,Mixed Wood Shield,238511983,214660784700,53043753.2032935,21466078.47,14.9,21.700001,6.800001,19.231089,0.768162,214712354126.112000
Temperature (July),Ecoregions Level 3,Acadian Plains and Hills,50270084,45243075600,11179790.1961380,4524307.56,14.92,20.9,5.98,19.27242,0.717331,45250035288.537900
Temperature (July),Ecoregions Level 3,Driftless Area,52651402,47386261800,11709382.2220890,4738626.18,20.219999,23.42,3.200001,21.840525,0.43939,47386276779.215200
Temperature (July),Ecoregions Level 3,Eastern Great Lakes Lowlands,44773818,40296436200,9957450.8672010,4029643.62,17.959999,23.379999,5.42,21.118499,0.71336,40301910537.527400
Temperature (July),Ecoregions Level 3,Erie Drift Plain,34399655,30959689500,7650294.0738975,3095968.95,18.67,23.32,4.65,21.520284,0.886415,30959680375.094500
Temperature (July),Ecoregions Level 3,North Central Appalachians,29697029,26727326100,6604455.9159405,2672732.61,18.09,22.459999,4.369999,19.680038,0.729963,26727356832.030000
Temperature (July),Ecoregions Level 3,North Central Hardwood Forests,98779337,88901403300,21967981.2624465,8890140.33,18.469999,23.35,4.880001,21.056243,0.788061,88909527413.238700
Temperature (July),Ecoregions Level 3,Northeastern Coastal Zone,46739020,42065118000,10394500.9833900,4206511.80,19.01,25.27,6.26,21.97134,0.809678,42067270135.634400
Temperature (July),Ecoregions Level 3,Northern Allegheny Plateau,51678032,46510228800,11492910.0876240,4651022.88,16.719999,22.85,6.130001,19.89803,0.736272,46510281698.888000
Temperature (July),Ecoregions Level 3,Northern Appalachian and Atlantic Maritime Highlands,137989011,124190109900,30687997.1068395,12419010.99,10.07,24.09,14.02,18.901091,1.402379,124197483306.276000
Temperature (July),Ecoregions Level 3,Northern Lakes and Forests,213148264,191833437600,47403001.5981480,19183343.76,14.9,21.700001,6.800001,19.240724,0.807444,191883316525.475000
Temperature (July),Ecoregions Level 3,Northern Minnesota Wetlands,25363719,22827347100,5640751.6051455,2282734.71,18.200001,19.83,1.629999,19.150119,0.250214,22829037600.637000
Temperature (July),Ecoregions Level 3,Southern Michigan/Northern Indiana Drift Plains,58926343,53033708700,13104894.5883135,5303370.87,19.59,23.440001,3.85,21.920783,0.559049,53035141066.624500
Temperature (July),Forest Service Admin Areas,Allegheny National Forest,3331340,2998206000,740871.6936300,299820.60,18.379999,21.01,2.630001,19.176814,0.461155,2998212079.749840
Temperature (July),Forest Service Admin Areas,Chequamegon-Nicolet National Forest,9017376,8115638400,2005414.8268320,811563.84,17.459999,20.24,2.780001,19.044638,0.467036,8115684316.383020
Temperature (July),Forest Service Admin Areas,Chippewa National Forest,7197246,6477521400,1600627.9255470,647752.14,18.879999,20.110001,1.230001,19.655703,0.296794,6477469656.434470
Temperature (July),Forest Service Admin Areas,Daniel Boone National Forest,9046948,8142253200,2011991.4769860,814225.32,21.120001,25.139999,4.019999,23.799508,0.469095,8268286834.790360
Temperature (July),Forest Service Admin Areas,George Washington and Jefferson National Forest,15724830,14152347000,3497115.7054350,1415234.70,17.23,24.73,7.5,21.780793,1.161182,14152380131.178300
Temperature (July),Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,3839575,3455617500,853900.3623375,345561.75,15.55,22.25,6.7,18.179398,1.122359,3455616314.805460
Temperature (July),Forest Service Admin Areas,Hiawatha National Forest,5837822,5254039800,1298299.5047790,525403.98,17.219999,19.940001,2.720001,18.566111,0.386794,5257791263.285730
Temperature (July),Forest Service Admin Areas,Hoosier National Forest,2908756,2617880400,646891.3362420,261788.04,23.780001,25.459999,1.679998,24.3199,0.297731,2617898935.632780
Temperature (July),Forest Service Admin Areas,Huron-Manistee National Forest,9119547,8207592300,2028137.0952915,820759.23,19.16,22.440001,3.280001,20.231233,0.425908,8207866260.109320
Temperature (July),Forest Service Admin Areas,Land Between the Lakes National Recreation Area,483787,435408300,107591.5679715,43540.83,25.83,26.58,0.75,26.119804,0.142889,693184850.032161
Temperature (July),Forest Service Admin Areas,Midewin National Tallgrass Prairie,123951,111555900,27566.0206695,11155.59,23.120001,23.25,0.129999,23.181451,0.030672,111555877.560034
Temperature (July),Forest Service Admin Areas,Monongahela National Forest,7660639,6894575100,1703683.9800855,689457.51,16.23,23.469999,7.24,19.345053,1.223832,6894554207.279570
Temperature (July),Forest Service Admin Areas,Ottawa National Forest,7026645,6323980500,1562687.2014525,632398.05,17.620001,19.799999,2.179998,18.506507,0.298951,6324406706.442230
Temperature (July),Forest Service Admin Areas,Shawnee National Forest,4179329,3761396100,929459.7832905,376139.61,24.16,26.299999,2.139999,25.39862,0.34231,3763693518.254750
Temperature (July),Forest Service Admin Areas,Superior National Forest,17477343,15729608700,3886864.9578135,1572960.87,15.9,19.66,3.76,18.341072,0.463715,15733793671.581300
Temperature (July),Forest Service Admin Areas,Wayne National Forest,3849708,3464737200,856153.8858060,346473.72,22.129999,24.26,2.130001,23.077382,0.4508,3464759940.155300
Temperature (July),Forest Service Admin Areas,White Mountain National Forest,4238765,3814888500,942678.0227925,381488.85,10.07,21.030001,10.960001,17.719669,1.451593,3814865892.637300
Temperature (July),Forest Service Wilderness Areas,Allegheny Islands Wilderness,1678,1510200,373.1779710,151.02,19.559999,20.84,1.280001,20.450578,0.341106,1504465.412977
Temperature (July),Forest Service Wilderness Areas,Bald Knob Wilderness,26220,23598000,5831.1837900,2359.80,25.32,25.780001,0.460001,25.499477,0.105407,23592594.596893
Temperature (July),Forest Service Wilderness Areas,Barbours Creek Wilderness,24782,22303800,5511.3804990,2230.38,20.07,22.84,2.77,21.676477,0.833845,22297938.505662
Temperature (July),Forest Service Wilderness Areas,Bay Creek Wilderness,12421,11178900,2762.3620845,1117.89,24.68,25.01,0.33,24.858437,0.088727,11170089.578802
Temperature (July),Forest Service Wilderness Areas,Beartown Wilderness,25246,22721400,5614.5715470,2272.14,18.15,21.799999,3.65,19.457457,0.828562,22713553.219524
Temperature (July),Forest Service Wilderness Areas,Beaver Creek Wilderness,21819,19637100,4852.4255955,1963.71,23.690001,24.790001,1.1,24.414118,0.224346,19644522.266469
Temperature (July),Forest Service Wilderness Areas,Big Branch Wilderness,30254,27228600,6728.3232030,2722.86,16.809999,20.129999,3.32,17.714993,0.877152,27215287.546814
Temperature (July),Forest Service Wilderness Areas,Big Draft Wilderness,23134,20820600,5144.8743630,2082.06,20.09,21.92,1.83,21.046413,0.422513,20829020.825377
Temperature (July),Forest Service Wilderness Areas,Big Island Lake Wilderness,25763,23186700,5729.5495035,2318.67,18.549999,18.76,0.210001,18.63784,0.048657,23181142.160588
Temperature (July),Forest Service Wilderness Areas,Blackjack Springs Wilderness,26595,23935500,5914.5817275,2393.55,18.459999,18.700001,0.240002,18.589553,0.048779,23926981.998344
Temperature (July),Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,4938072,4444264800,1098200.0534040,444426.48,17.379999,19.08,1.700001,18.577659,0.205202,4446640502.385940
Temperature (July),Forest Service Wilderness Areas,Breadloaf Wilderness,112338,101104200,24983.3533410,10110.42,15.95,18.889999,2.94,16.806255,0.551534,101111910.561700
Temperature (July),Forest Service Wilderness Areas,Bristol Cliffs Wilderness,16873,15185700,3752.4623985,1518.57,17.09,20.17,3.08,17.991136,0.818947,15176924.560965
Temperature (July),Forest Service Wilderness Areas,Brush Mountain East Wilderness,16842,15157800,3745.5681690,1515.78,21.559999,23.389999,1.83,22.707541,0.470268,15156386.407373
Temperature (July),Forest Service Wilderness Areas,Brush Mountain Wilderness,21555,19399500,4793.7134475,1939.95,21.620001,23.24,1.619999,22.517448,0.428965,19404389.446175
Temperature (July),Forest Service Wilderness Areas,Burden Falls Wilderness,16806,15125400,3737.5619670,1512.54,24.709999,25.299999,0.59,25.108998,0.10913,15134251.243920
Temperature (July),Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,50522,45469800,11235.8149290,4546.98,16.629999,19.700001,3.070002,18.087274,0.522562,45467081.802363
Temperature (July),Forest Service Wilderness Areas,Charles C. Deam Wilderness,56372,50734800,12536.8227540,5073.48,23.860001,24.41,0.549999,24.212241,0.130662,50737520.221437
Temperature (July),Forest Service Wilderness Areas,Clear Springs Wilderness,21308,19177200,4738.7820060,1917.72,25.33,25.860001,0.530001,25.491824,0.112489,19179631.258969
Temperature (July),Forest Service Wilderness Areas,Clifty Wilderness,56435,50791500,12550.8336075,5079.15,24.110001,24.389999,0.279999,24.241877,0.048839,50790844.685120
Temperature (July),Forest Service Wilderness Areas,Cranberry Wilderness,214690,193221000,47745.8752050,19322.10,17.32,20.57,3.25,18.641623,0.835563,193204860.120276
Temperature (July),Forest Service Wilderness Areas,Delirium Wilderness,53733,48359700,11949.9236685,4835.97,18.209999,18.280001,0.070002,18.24179,0.015102,48368648.243970
Temperature (July),Forest Service Wilderness Areas,Dolly Sods Wilderness,79941,71946900,17778.4387245,7194.69,17.6,19.440001,1.84,18.183174,0.351215,71939581.033790
Temperature (July),Forest Service Wilderness Areas,Garden Mountain Wilderness,14980,13482000,3331.4696100,1348.20,19.24,21.75,2.51,20.809547,0.832143,13478363.484108
Temperature (July),Forest Service Wilderness Areas,Garden of the Gods Wilderness,17895,16105500,3979.7495775,1610.55,24.52,25.25,0.73,24.84778,0.17755,16097992.314646
Temperature (July),Forest Service Wilderness Areas,George D. Aiken Wilderness,21580,19422000,4799.2733100,1942.20,17.059999,18.09,1.030001,17.78106,0.212926,19426544.842033
Temperature (July),Forest Service Wilderness Areas,Glastenbury Wilderness,100384,90345600,22324.8494880,9034.56,15.91,19.620001,3.710001,17.454413,0.787066,90366341.070641
Temperature (July),Forest Service Wilderness Areas,Great Gulf Wilderness,25444,22899600,5658.6056580,2289.96,10.07,17.82,7.75,14.212272,1.885281,22897419.548727
Temperature (July),Forest Service Wilderness Areas,Headwaters Wilderness,99376,89438400,22100.6758320,8943.84,18.49,18.77,0.280001,18.654308,0.041519,89436658.829258
Temperature (July),Forest Service Wilderness Areas,Hickory Creek Wilderness,38824,34941600,8634.2440680,3494.16,18.67,19.92,1.25,19.325429,0.253521,34936116.791550
Temperature (July),Forest Service Wilderness Areas,Horseshoe Bay Wilderness,17461,15714900,3883.2303645,1571.49,18.700001,19.01,0.309999,18.873227,0.084485,15789811.313093
