ANALYSIS,Region,Region_Name,CL_Category,COUNT,AREA_M2,MIN,MAX,RANGE,MEAN,STD,SUM,AREA_HA,AREA_ACRES
high_IV_WOI,States,Minnesota,A (Min Min),89533098,80579788200,3,14.5,11.5,3.984665,1.733749,356759417.6,8057978.82,19911668.56
high_IV_WOI,States,New Hampshire,A (Min Min),21620726,19458653400,3,12.5,9.5,3.194499,0.854708,69067380.25,1945865.34,4808330.548
high_IV_WOI,States,New Jersey,A (Min Min),7531005,6777904500,3,14.5,11.5,3.764286,1.888398,28348853.75,677790.45,1674854.091
high_IV_WOI,States,New York,A (Min Min),84486312,76037680800,3,18.5,15.5,3.813547,1.892245,322192518.8,7603768.08,18789291.11
high_IV_WOI,States,Ohio,A (Min Min),37160456,33444410400,3,18.5,15.5,4.674706,2.776867,173714192.3,3344441.04,8264281.032
high_IV_WOI,States,Pennsylvania,A (Min Min),67102268,60392041200,3,18.5,15.5,3.749909,1.710514,251627374.5,6039204.12,14923175.34
high_IV_WOI,States,Rhode Island,A (Min Min),1592396,1433156400,3,14.5,11.5,3.953694,1.727864,6295846.5,143315.64,354140.1122
high_IV_WOI,States,Vermont,A (Min Min),20620149,18558134100,3,14.5,11.5,3.171114,0.747581,65388850.25,1855813.41,4585807.727
high_IV_WOI,States,Virginia,A (Min Min),52959105,47663194500,3,18.5,15.5,3.854676,1.904849,204140196,4766319.45,11777813.68
high_IV_WOI,States,West Virginia,A (Min Min),52552906,47297615400,3,12.5,9.5,3.570951,1.445735,187663876,4729761.54,11687477.25
high_IV_WOI,States,Wisconsin,A (Min Min),75185654,67667088600,3,17.25,14.25,4.128895,2.220854,310433686.4,6766708.86,16720875.93
high_IV_WOI,States,Connecticut,B (Max Min),8801266,7921139400,3,18.5,15.5,18.495125,0.264517,162780512,792113.94,1957353.151
high_IV_WOI,States,Delaware,B (Max Min),791648,712483200,3,18.5,15.5,18.499845,0.042214,14645365.5,71248.32,176058.1611
high_IV_WOI,States,District of Columbia,B (Max Min),9917,8925300,7,18.5,11.5,18.497681,0.163297,183441.5,892.53,2205.486257
high_IV_WOI,States,Illinois,B (Max Min),23495231,21145707900,3,18.5,15.5,17.59735,0.99009,413453805.8,2114570.79,5225210.151
high_IV_WOI,States,Indiana,B (Max Min),23234374,20910936600,3,18.5,15.5,18.378884,0.540914,427021862.3,2091093.66,5167196.989
high_IV_WOI,States,Iowa,B (Max Min),12057026,10851323400,5,17.25,12.25,15.196982,2.088312,183230411.5,1085132.34,2681416.269
high_IV_WOI,States,Kentucky,B (Max Min),58399751,52559775900,3,18.5,15.5,18.337059,1.255612,1070879654,5255977.59,12987783.42
high_IV_WOI,States,Maine,B (Max Min),74752370,67277133000,3,18.5,15.5,16.711645,2.330604,1249235072,6727713.3,16624515.95
high_IV_WOI,States,Maryland,B (Max Min),7330158,6597142200,3,18.5,15.5,18.444867,0.3653,135203790,659714.22,1630186.823
high_IV_WOI,States,Massachusetts,B (Max Min),13346997,12012297300,3,18.5,15.5,18.44969,0.609375,246247960.6,1201229.73,2968298.724
high_IV_WOI,States,Michigan,B (Max Min),87543082,78788773800,3,18.5,15.5,15.201999,3.445593,1330829887,7878877.38,19469099.95
high_IV_WOI,States,Minnesota,B (Max Min),89533098,80579788200,3,18.5,15.5,14.163323,2.438841,1268086214,8057978.82,19911668.56
high_IV_WOI,States,New Hampshire,B (Max Min),21620726,19458653400,3,18.5,15.5,16.873791,2.741841,364823618,1945865.34,4808330.548
high_IV_WOI,States,New Jersey,B (Max Min),7531005,6777904500,3,18.5,15.5,18.498056,0.142129,139308954.5,677790.45,1674854.091
high_IV_WOI,States,New York,B (Max Min),84486312,76037680800,3,18.5,15.5,17.500459,2.1482,1478549248,7603768.08,18789291.11
high_IV_WOI,States,Ohio,B (Max Min),37160456,33444410400,3,18.5,15.5,18.495962,0.166207,687318363.8,3344441.04,8264281.032
high_IV_WOI,States,Pennsylvania,B (Max Min),67102268,60392041200,3,18.5,15.5,18.408361,0.551405,1235242750,6039204.12,14923175.34
high_IV_WOI,States,Rhode Island,B (Max Min),1592396,1433156400,3,18.5,15.5,18.488052,0.40979,29440300,143315.64,354140.1122
high_IV_WOI,States,Vermont,B (Max Min),20620149,18558134100,3,18.5,15.5,16.318463,2.945431,336489136.2,1855813.41,4585807.727
high_IV_WOI,States,Virginia,B (Max Min),52959105,47663194500,3,18.5,15.5,18.051744,1.513977,956004227.8,4766319.45,11777813.68
high_IV_WOI,States,West Virginia,B (Max Min),52552906,47297615400,3,18.5,15.5,17.26245,2.521099,907191901.5,4729761.54,11687477.25
high_IV_WOI,States,Wisconsin,B (Max Min),75185654,67667088600,3,18.5,15.5,17.613618,1.749627,1324291397,6766708.86,16720875.93
high_IV_WOI,States,Connecticut,C (Max Max),8801266,7921139400,10,26,16,25.994785,0.280379,228787018.5,792113.94,1957353.151
high_IV_WOI,States,Delaware,C (Max Max),791648,712483200,6.5,26,19.5,25.999814,0.050766,20582700.5,71248.32,176058.1611
high_IV_WOI,States,District of Columbia,C (Max Max),9917,8925300,12.5,26,13.5,25.997277,0.191697,257815,892.53,2205.486257
high_IV_WOI,States,Illinois,C (Max Max),23495231,21145707900,7,26,19,25.504308,1.887555,599229606.2,2114570.79,5225210.151
high_IV_WOI,States,Indiana,C (Max Max),23234374,20910936600,6.75,26,19.25,25.961264,0.648389,603193718.3,2091093.66,5167196.989
high_IV_WOI,States,Iowa,C (Max Max),12057026,10851323400,7,26,19,21.085947,4.245824,254233812.3,1085132.34,2681416.269
high_IV_WOI,States,Kentucky,C (Max Max),58399751,52559775900,6.5,26,19.5,25.782759,1.638102,1505706707,5255977.59,12987783.42
high_IV_WOI,States,Maine,C (Max Max),74752370,67277133000,7,26,19,23.885037,2.841508,1785463151,6727713.3,16624515.95
high_IV_WOI,States,Maryland,C (Max Max),7330158,6597142200,6.5,26,19.5,25.94639,0.581743,190191140.8,659714.22,1630186.823
high_IV_WOI,States,Massachusetts,C (Max Max),13346997,12012297300,6.5,26,19.5,25.946041,0.646133,346301737.8,1201229.73,2968298.724
high_IV_WOI,States,Michigan,C (Max Max),87543082,78788773800,5.75,26,20.25,22.482874,3.741077,1968220096,7878877.38,19469099.95
high_IV_WOI,States,Minnesota,C (Max Max),89533098,80579788200,5.75,26,20.25,20.515406,2.840795,1836807816,8057978.82,19911668.56
high_IV_WOI,States,New Hampshire,C (Max Max),21620726,19458653400,6.5,26,19.5,24.277113,2.945269,524888808.2,1945865.34,4808330.548
high_IV_WOI,States,New Jersey,C (Max Max),7531005,6777904500,6.5,26,19.5,25.997672,0.168181,195788598.8,677790.45,1674854.091
high_IV_WOI,States,New York,C (Max Max),84486312,76037680800,5.75,26,20.25,24.893823,2.511003,2103187330,7603768.08,18789291.11
high_IV_WOI,States,Ohio,C (Max Max),37160456,33444410400,6.5,26,19.5,25.994629,0.223415,965972270.5,3344441.04,8264281.032
high_IV_WOI,States,Pennsylvania,C (Max Max),67102268,60392041200,7,26,19,25.934356,0.707652,1740254085,6039204.12,14923175.34
high_IV_WOI,States,Rhode Island,C (Max Max),1592396,1433156400,10,26,16,25.987083,0.439819,41381727,143315.64,354140.1122
high_IV_WOI,States,Vermont,C (Max Max),20620149,18558134100,10,26,16,23.676028,3.309175,488203228.8,1855813.41,4585807.727
high_IV_WOI,States,Virginia,C (Max Max),52959105,47663194500,6.5,26,19.5,25.437739,2.16102,1347159876,4766319.45,11777813.68
high_IV_WOI,States,West Virginia,C (Max Max),52552906,47297615400,6.75,26,19.25,24.523308,3.188357,1288771118,4729761.54,11687477.25
high_IV_WOI,States,Wisconsin,C (Max Max),75185654,67667088600,5.75,26,20.25,25.071809,2.279056,1885040326,6766708.86,16720875.93
high_IV_WOI,States,Connecticut,D (Min Max),8801266,7921139400,5.75,18,12.25,7.697936,2.018245,67751584.75,792113.94,1957353.151
high_IV_WOI,States,Delaware,D (Min Max),791648,712483200,6.5,18,11.5,10.22829,2.603289,8097205.5,71248.32,176058.1611
high_IV_WOI,States,District of Columbia,D (Min Max),9917,8925300,6.5,18,11.5,7.104694,1.325992,70457.25,892.53,2205.486257
high_IV_WOI,States,Illinois,D (Min Max),23495231,21145707900,6.5,26,19.5,12.328514,2.918121,289661281.4,2114570.79,5225210.151
high_IV_WOI,States,Indiana,D (Min Max),23234374,20910936600,6.75,26,19.25,10.287498,3.561334,239023578.8,2091093.66,5167196.989
high_IV_WOI,States,Iowa,D (Min Max),12057026,10851323400,7,18,11,12.438261,3.070953,149968441,1085132.34,2681416.269
high_IV_WOI,States,Kentucky,D (Min Max),58399751,52559775900,6.5,18,11.5,8.33879,1.788381,486983281.5,5255977.59,12987783.42
high_IV_WOI,States,Maine,D (Min Max),74752370,67277133000,5.75,21.1,15.35,6.528703,0.872504,488035999.3,6727713.3,16624515.95
high_IV_WOI,States,Maryland,D (Min Max),7330158,6597142200,6.5,18,11.5,8.84137,2.219178,64808641.25,659714.22,1630186.823
high_IV_WOI,States,Massachusetts,D (Min Max),13346997,12012297300,5.75,18,12.25,7.759847,2.059719,103570660,1201229.73,2968298.724
high_IV_WOI,States,Michigan,D (Min Max),87543082,78788773800,5.75,26,20.25,8.0552,2.888987,705177067.8,7878877.38,19469099.95
high_IV_WOI,States,Minnesota,D (Min Max),89533098,80579788200,5.75,18.5,12.75,7.727748,2.042846,691889257.2,8057978.82,19911668.56
high_IV_WOI,States,New Hampshire,D (Min Max),21620726,19458653400,5.75,18,12.25,6.963571,1.197856,150557461.5,1945865.34,4808330.548
high_IV_WOI,States,New Jersey,D (Min Max),7531005,6777904500,6.5,18,11.5,8.340862,2.207477,62815070,677790.45,1674854.091
high_IV_WOI,States,New York,D (Min Max),84486312,76037680800,5.75,26,20.25,7.495313,2.175827,633251394.3,7603768.08,18789291.11
high_IV_WOI,States,Ohio,D (Min Max),37160456,33444410400,5.75,26,20.25,8.818318,3.2017,327692703.5,3344441.04,8264281.032
high_IV_WOI,States,Pennsylvania,D (Min Max),67102268,60392041200,6.5,26,19.5,7.801969,1.878824,523529800.8,6039204.12,14923175.34
high_IV_WOI,States,Rhode Island,D (Min Max),1592396,1433156400,5.75,18,12.25,7.832029,2.26028,12471691.25,143315.64,354140.1122
high_IV_WOI,States,Vermont,D (Min Max),20620149,18558134100,5.75,18,12.25,6.88043,0.81789,141875499.3,1855813.41,4585807.727
high_IV_WOI,States,Virginia,D (Min Max),52959105,47663194500,5.75,26,20.25,8.760797,2.062209,463963946.3,4766319.45,11777813.68
high_IV_WOI,States,West Virginia,D (Min Max),52552906,47297615400,5.75,18,12.25,8.25209,1.797883,433671312.3,4729761.54,11687477.25
high_IV_WOI,States,Wisconsin,D (Min Max),75185654,67667088600,5.75,26,20.25,8.221465,2.62892,618136260.2,6766708.86,16720875.93
